,team,conf,barthag,barthag_rk,adj_o,adj_o_rk,adj_d,adj_d_rk,adj_t,adj_t_rk,wab,nc_elite_sos,nc_fut_sos,nc_cur_sos,ov_elite_sos,ov_fut_sos,ov_cur_sos,seed,year
5599,Houston,B12,0.977819,1,119.041,16,85.648,1,63.3805,349,10.38737886,15,0.4996,0.4996,33,0.7079,0.7146,1,2024
5600,Connecticut,BE,0.969269,2,126.761,1,93.8964,13,64.6403,325,10.86183812,24,0.4613,0.4613,32,0.6566,0.6656,1,2024
5601,Purdue,B10,0.963974,3,126.116,2,94.7646,17,67.6441,167,10.94707683,32,0.6637,0.6637,35,0.7501,0.7639,1,2024
5602,Iowa St.,B12,0.957149,4,113.447,51,86.594,2,67.6094,169,6.69872153,11,0.3723,0.3723,32,0.6636,0.666,2,2024
5603,Auburn,SEC,0.957138,5,120.681,10,92.1181,5,69.8926,59,5.427870388,16,0.5313,0.5313,28,0.6898,0.6883,4,2024
5604,Arizona,P12,0.953519,6,121.629,7,93.5289,10,72.1094,16,4.967163112,32,0.6732,0.6732,29,0.7192,0.7279,2,2024
5605,Tennessee,SEC,0.937487,7,115.461,34,91.238,3,69.2697,79,5.708660127,30,0.6326,0.6326,33,0.7165,0.7263,2,2024
5606,North Carolina,ACC,0.929178,8,116.763,26,93.3453,9,70.4166,47,6.426785591,27,0.6222,0.6222,30,0.706,0.7193,1,2024
5607,Marquette,BE,0.928465,9,118.621,19,94.9199,19,69.1202,86,6.099670759,31,0.6454,0.6454,35,0.7237,0.7275,2,2024
5608,Duke,ACC,0.926335,10,120.746,9,96.8866,29,66.9194,216,3.236371784,20,0.5264,0.5264,26,0.6665,0.6667,4,2024
5609,Creighton,BE,0.9255,11,120.448,11,96.7501,28,66.9928,212,4.11389898,25,0.5958,0.5958,32,0.6959,0.6991,3,2024
5610,Illinois,B10,0.921539,12,125.292,3,101.133,96,69.9012,58,5.95639383,17,0.4684,0.4684,32,0.7036,0.7071,3,2024
5611,Saint Mary's,WCC,0.921408,13,115.922,30,93.5842,11,62.1239,358,1.565888999,20,0.5799,0.5799,20,0.557,0.5503,5,2024
5612,Gonzaga,WCC,0.916759,14,121.458,8,98.5878,48,69.135,85,2.543414831,28,0.576,0.576,23,0.5585,0.5525,5,2024
5613,Alabama,SEC,0.911472,15,125.063,4,102.11,122,72.5505,14,3.37564581,29,0.6705,0.6705,36,0.7537,0.7553,4,2024
5614,Baylor,B12,0.907579,16,122.08,6,100.086,81,65.7868,274,4.860400194,22,0.518,0.518,35,0.7207,0.727,3,2024
5615,Kansas,B12,0.907322,17,113.196,55,92.8273,7,68.9299,93,4.07842886,25,0.5498,0.5498,35,0.7215,0.7212,4,2024
5616,BYU,B12,0.9035,18,120.389,12,99.1101,61,69.0077,91,2.672289829,12,0.4083,0.4083,30,0.6703,0.6675,6,2024
5617,Wisconsin,B10,0.900423,19,119.712,13,98.8512,53,65.01,314,3.219885876,27,0.6015,0.6015,37,0.7635,0.7631,5,2024
5618,Nebraska,B10,0.899886,20,115.604,32,95.5091,21,68.7019,105,2.315853841,12,0.4241,0.4241,29,0.6847,0.6797,8,2024
5619,Michigan St.,B10,0.897748,21,112.628,60,93.2406,8,65.3232,303,0.1502796888,24,0.5954,0.5954,34,0.7457,0.7418,9,2024
5620,Texas,B12,0.897498,22,118.813,17,98.3845,44,67.22,195,1.015667061,17,0.4646,0.4646,33,0.6886,0.683,7,2024
5621,New Mexico,MWC,0.897347,23,115.135,37,95.3523,20,72.8192,7,2.024001485,13,0.4605,0.4605,24,0.6272,0.6204,11,2024
5622,St. John's,BE,0.895017,24,118.811,18,98.6113,49,69.276,78,-0.01407136765,17,0.5595,0.5595,31,0.6954,0.6954,NA,2024
5623,Florida,SEC,0.894557,25,119.602,14,99.3098,66,71.6289,20,2.882787625,20,0.5519,0.5519,32,0.7029,0.6975,7,2024
5624,Kentucky,SEC,0.892967,26,122.958,5,102.245,125,72.5581,13,2.810558237,17,0.4997,0.4997,29,0.6632,0.6656,3,2024
5625,Colorado,P12,0.89057,27,116.824,25,97.3543,34,67.5333,174,1.814162434,14,0.4836,0.4836,27,0.6845,0.6784,10,2024
5626,San Diego St.,MWC,0.883909,28,111.78,70,93.6921,12,66.1384,262,2.852110381,26,0.5905,0.5905,29,0.6717,0.6718,5,2024
5627,Texas Tech,B12,0.880659,29,117.258,23,98.5515,47,66.4722,245,3.164623049,13,0.4648,0.4648,32,0.6981,0.6952,6,2024
5628,Mississippi St.,SEC,0.877051,30,112.597,61,94.9133,18,67.2083,196,0.7879303976,16,0.519,0.519,33,0.709,0.7035,8,2024
5629,Northwestern,B10,0.870551,31,117.069,24,99.1904,64,63.7377,343,1.465044887,10,0.3627,0.3627,31,0.6768,0.6722,9,2024
5630,Nevada,MWC,0.869981,32,115.456,35,97.8667,39,66.8127,224,3.008141593,14,0.4525,0.4525,24,0.6,0.5923,10,2024
5631,Colorado St.,MWC,0.867477,33,114.299,44,97.0705,31,65.9633,267,1.671288436,19,0.5355,0.5355,27,0.6559,0.649,10,2024
5632,TCU,B12,0.864872,34,114.257,45,97.2249,33,69.9435,54,1.159641536,11,0.3565,0.3565,32,0.6592,0.6543,9,2024
5633,Wake Forest,ACC,0.864848,35,116.745,27,99.3438,69,68.2275,132,-1.441774799,15,0.4771,0.4771,26,0.6665,0.6654,NA,2024
5634,Clemson,ACC,0.863797,36,116.667,28,99.3553,70,66.2637,255,0.881907101,22,0.6081,0.6081,29,0.7088,0.7029,6,2024
5635,Pittsburgh,ACC,0.859175,37,115.733,31,98.8921,54,65.8152,272,0.2100087255,10,0.3838,0.3838,26,0.6424,0.6424,NA,2024
5636,Ohio St.,B10,0.858505,38,115.503,33,98.7431,51,65.5541,288,-0.2558828507,14,0.4789,0.4789,29,0.6988,0.6967,NA,2024
5637,Boise St.,MWC,0.857724,39,113.561,49,97.1367,32,66.4249,247,1.136279816,22,0.5654,0.5654,27,0.6487,0.6487,10,2024
5638,Washington St.,P12,0.857392,40,112.862,58,96.5616,27,64.9685,315,2.034287394,12,0.4106,0.4106,26,0.6513,0.6458,7,2024
5639,Villanova,BE,0.856144,41,109.709,98,93.9474,14,63.567,347,-1.479133428,22,0.6258,0.6258,32,0.7031,0.7031,NA,2024
5640,Dayton,A10,0.854205,42,117.449,21,100.712,90,64.0344,338,2.554439101,27,0.6322,0.6322,24,0.6405,0.6331,7,2024
5641,Texas A&M,SEC,0.848945,43,115.062,38,99.0229,59,65.6008,286,0.1670544306,29,0.5685,0.5685,34,0.7082,0.7025,9,2024
5642,Utah,P12,0.845936,44,113.393,52,97.7844,37,69.7203,66,-1.001485421,28,0.5997,0.5997,30,0.7056,0.7032,NA,2024
5643,Indiana St.,MVC,0.845416,45,118.344,20,102.09,121,70.6573,39,2.0411068,16,0.3861,0.3861,17,0.5326,0.5275,NA,2024
5644,Cincinnati,B12,0.845072,46,110.737,83,95.5486,22,67.2782,193,-0.9430474896,10,0.4154,0.4154,30,0.6739,0.6712,NA,2024
5645,South Carolina,SEC,0.84079,47,114.387,43,98.9764,56,63.0554,353,4.728190819,12,0.4034,0.4034,28,0.6411,0.6357,6,2024
5646,Oklahoma,B12,0.838644,48,112.901,56,97.8264,38,67.1345,202,0.9694937378,14,0.4212,0.4212,32,0.6744,0.6744,NA,2024
5647,Iowa,B10,0.83144,49,119.41,15,103.937,148,71.8,18,-0.4505126408,22,0.4858,0.4858,34,0.7121,0.707,NA,2024
5648,Drake,MVC,0.831314,50,114.877,39,100,78,67.8232,153,1.788824084,11,0.4166,0.4166,17,0.5443,0.5351,10,2024
5649,Florida Atlantic,Amer,0.821575,51,117.344,22,102.753,133,67.9618,145,1.35502285,24,0.6162,0.6162,21,0.6225,0.615,8,2024
5650,Utah St.,MWC,0.821042,52,114.392,42,100.199,83,68.574,110,3.593028892,13,0.4486,0.4486,22,0.587,0.5786,8,2024
5651,Virginia Tech,ACC,0.818373,53,116.011,29,101.777,111,67.3685,186,-2.329121266,26,0.5393,0.5393,29,0.6741,0.6675,NA,2024
5652,Bradley,MVC,0.818246,54,112.187,63,98.4293,45,66.2103,259,-3.305779293,13,0.512,0.512,17,0.575,0.566,NA,2024
5653,Oregon,P12,0.817127,55,113.323,53,99.4908,71,67.1977,198,1.516289956,14,0.5068,0.5068,29,0.6946,0.6903,11,2024
5654,Seton Hall,BE,0.808154,56,110.806,82,97.7814,36,66.0784,263,0.6371230212,16,0.483,0.483,31,0.6732,0.6711,NA,2024
5655,Washington,P12,0.806765,57,114.449,40,101.075,93,71.1252,31,-3.479463913,21,0.6148,0.6148,27,0.7006,0.7006,NA,2024
5656,Butler,BE,0.802843,58,111.818,67,98.9652,55,68.4584,118,-1.190669954,19,0.4936,0.4936,31,0.6724,0.6724,NA,2024
5657,Providence,BE,0.800939,59,107.854,128,95.5563,23,67.6054,170,0.3983775702,15,0.48,0.48,31,0.6725,0.6725,NA,2024
5658,North Texas,Amer,0.79708,60,110.417,87,98.0318,41,61.473,360,-5.706504814,18,0.4872,0.4872,20,0.5867,0.5788,NA,2024
5659,UNLV,MWC,0.796082,61,111.803,68,99.3156,67,65.243,308,-2.374899719,16,0.4898,0.4898,24,0.6128,0.6105,NA,2024
5660,North Carolina St.,ACC,0.795277,62,114.014,48,101.323,99,67.9451,147,-0.7373934602,16,0.4178,0.4178,29,0.6719,0.6661,11,2024
5661,UCF,B12,0.792554,63,106.442,153,94.7317,16,68.6111,108,-2.604397687,9,0.3764,0.3764,30,0.668,0.668,NA,2024
5662,Virginia,ACC,0.792172,64,103.527,210,92.1558,6,60.0933,362,1.20866299,17,0.496,0.496,26,0.6634,0.6634,10,2024
5663,Maryland,B10,0.787394,65,105.758,167,94.3771,15,65.4547,295,-4.114500867,13,0.4244,0.4244,30,0.6878,0.6878,NA,2024
5664,SMU,Amer,0.785909,66,112.03,64,100.052,79,67.5363,173,-4.18697456,16,0.4661,0.4661,19,0.5559,0.5559,NA,2024
5665,Kansas St.,B12,0.78578,67,107.705,134,96.1949,26,67.4125,181,0.1351757481,17,0.5263,0.5263,35,0.7221,0.7221,NA,2024
5666,Xavier,BE,0.783192,68,110.846,80,99.1323,62,71.0211,32,-2.418092889,27,0.5989,0.5989,36,0.7199,0.7199,NA,2024
5667,San Francisco,WCC,0.780461,69,109.569,100,98.1266,42,67.059,210,-2.300800524,14,0.417,0.417,19,0.486,0.486,NA,2024
5668,Grand Canyon,WAC,0.777965,70,111.248,75,99.7561,74,68.0985,139,1.437252047,13,0.4564,0.4564,13,0.4612,0.4472,12,2024
5669,James Madison,SB,0.777566,71,112.027,65,100.476,88,69.8117,63,1.474925441,10,0.3318,0.3318,10,0.3811,0.3659,12,2024
5670,USC,P12,0.772492,72,110.096,91,98.9938,57,68.1793,134,-5.021296933,25,0.6057,0.6057,31,0.712,0.712,NA,2024
5671,Minnesota,B10,0.768762,73,114.054,46,102.74,132,66.6538,235,-2.536060682,5,0.2726,0.2726,29,0.6522,0.6453,NA,2024
5672,Penn St.,B10,0.767803,74,110.09,92,99.2162,65,69.8787,60,-4.666404414,12,0.4273,0.4273,29,0.6837,0.6837,NA,2024
5673,Duquesne,A10,0.763801,75,106.464,152,96.1346,25,66.3138,254,-1.759860137,15,0.4929,0.4929,20,0.5983,0.5896,11,2024
5674,Georgia,SEC,0.762998,76,109.664,99,99.0624,60,68.446,121,-3.815004176,14,0.5159,0.5159,29,0.6942,0.6883,NA,2024
5675,VCU,A10,0.757919,77,108.169,121,97.9497,40,65.4578,294,-3.840679587,16,0.5173,0.5173,20,0.612,0.6068,NA,2024
5676,Mississippi,SEC,0.756712,78,113.519,50,102.853,134,66.7999,226,-0.44523949,11,0.474,0.474,28,0.6688,0.6688,NA,2024
5677,Syracuse,ACC,0.754559,79,111.223,77,100.875,92,70.7345,36,-0.3376315348,19,0.5084,0.5084,28,0.6739,0.6739,NA,2024
5678,Indiana,B10,0.752629,80,109.721,96,99.6021,73,68.4955,115,-0.006802168192,20,0.4852,0.4852,34,0.7192,0.7192,NA,2024
5679,Richmond,A10,0.752285,81,106.766,145,96.9354,30,66.6822,232,-0.6772211621,18,0.4708,0.4708,20,0.5771,0.5771,NA,2024
5680,McNeese St.,Slnd,0.751605,82,111.292,74,101.076,94,65.3749,299,0.7013023464,14,0.3996,0.3996,9,0.3161,0.2979,12,2024
5681,South Florida,Amer,0.748102,83,110.158,89,100.209,84,68.0497,141,-0.6430989436,11,0.4279,0.4279,15,0.5322,0.527,NA,2024
5682,Boston College,ACC,0.746725,84,111.727,71,101.702,106,66.9679,213,-3.752906175,15,0.4776,0.4776,26,0.6667,0.6618,NA,2024
5683,Yale,Ivy,0.742695,85,109.715,97,100.054,80,64.6576,324,-2.511204261,19,0.5006,0.5006,17,0.5017,0.487,13,2024
5684,LSU,SEC,0.738469,86,110.66,85,101.109,95,69.9082,57,-3.099703281,18,0.4807,0.4807,29,0.6594,0.6594,NA,2024
5685,UCLA,P12,0.735151,87,107.678,135,98.5304,46,63.105,351,-5.157776553,22,0.4716,0.4716,28,0.6545,0.6545,NA,2024
5686,Florida St.,ACC,0.734585,88,110.101,90,100.773,91,70.9648,33,-3.515160028,20,0.5679,0.5679,29,0.709,0.709,NA,2024
5687,Samford,SC,0.733044,89,111.786,69,102.386,126,72.6041,12,0.1041143544,13,0.3361,0.3361,12,0.4097,0.3951,13,2024
5688,Loyola Chicago,A10,0.730368,90,104.568,189,95.8882,24,68.5908,109,-1.427848496,14,0.4078,0.4078,18,0.5531,0.5531,NA,2024
5689,UC Irvine,BW,0.729194,91,108.522,114,99.5658,72,68.4474,119,-2.589894574,25,0.5513,0.5513,15,0.4638,0.4638,NA,2024
5690,Memphis,Amer,0.728384,92,111.591,72,102.418,128,71.646,19,-0.9892120992,22,0.602,0.602,20,0.6139,0.6139,NA,2024
5691,Louisiana Tech,CUSA,0.725224,93,107.738,132,99.0188,58,65.6804,283,-4.259728583,17,0.4381,0.4381,13,0.4324,0.4324,NA,2024
5692,Princeton,Ivy,0.723793,94,114.423,41,105.228,177,65.1816,309,1.175012237,14,0.4654,0.4654,13,0.4742,0.4742,NA,2024
5693,Massachusetts,A10,0.72273,95,110.916,79,102.05,120,68.307,129,-4.588278361,8,0.3963,0.3963,14,0.5266,0.5266,NA,2024
5694,Saint Joseph's,A10,0.721723,96,110.272,88,101.502,101,68.3583,125,-4.47737642,15,0.3946,0.3946,19,0.5559,0.5559,NA,2024
5695,Miami FL,ACC,0.721344,97,109.882,94,101.16,97,68.7355,103,-5.373052844,18,0.4742,0.4742,28,0.6654,0.6654,NA,2024
5696,George Mason,A10,0.715696,98,108.745,108,100.356,87,63.822,342,-4.563557011,13,0.4135,0.4135,17,0.5404,0.5404,NA,2024
5697,College of Charleston,CAA,0.702571,99,113.305,54,105.145,175,70.0085,53,-1.596623469,12,0.4502,0.4502,12,0.4486,0.435,13,2024
5698,Appalachian St.,SB,0.696772,100,106.25,157,98.8344,52,66.8845,220,-1.060377286,11,0.4141,0.4141,12,0.4238,0.4238,NA,2024
5699,Stanford,P12,0.691667,101,109.865,95,102.411,127,69.5695,70,-6.94655528,14,0.4774,0.4774,26,0.6695,0.6695,NA,2024
5700,Rutgers,B10,0.690078,102,98.0221,299,91.4311,4,67.8403,152,-3.539000819,17,0.4555,0.4555,34,0.7047,0.7047,NA,2024
5701,Belmont,MVC,0.687006,103,109.161,103,101.948,116,71.1855,28,-5.130606546,16,0.4478,0.4478,18,0.5289,0.5289,NA,2024
5702,St. Bonaventure,A10,0.686843,104,111.046,78,103.715,145,65.4445,296,-4.769603258,14,0.4122,0.4122,18,0.5584,0.5584,NA,2024
5703,Charlotte,Amer,0.681599,105,108.623,110,101.667,105,62.4703,356,-4.873788571,17,0.5015,0.5015,17,0.5424,0.5424,NA,2024
5704,Arkansas,SEC,0.677698,106,109.532,102,102.678,130,70.676,38,-4.855272189,17,0.5346,0.5346,29,0.6803,0.6803,NA,2024
5705,Northern Iowa,MVC,0.673874,107,108.812,107,102.157,124,66.5134,242,-4.919424742,23,0.5467,0.5467,20,0.5812,0.5812,NA,2024
5706,Oklahoma St.,B12,0.673436,108,108.617,111,101.992,119,67.1012,205,-7.743699956,10,0.4008,0.4008,31,0.6663,0.6663,NA,2024
5707,UAB,Amer,0.670681,109,112.875,57,106.105,193,67.7684,157,-2.545704768,14,0.4943,0.4943,18,0.5897,0.581,12,2024
5708,Cornell,Ivy,0.667966,110,111.927,66,105.326,180,71.605,21,-1.513056179,14,0.3979,0.3979,15,0.4603,0.4603,NA,2024
5709,Vermont,AE,0.659391,111,104.548,190,98.7121,50,63.3731,350,-1.218730189,15,0.467,0.467,11,0.404,0.3886,13,2024
5710,Hofstra,CAA,0.658886,112,107.965,125,101.958,117,65.6178,285,-6.40532895,21,0.5413,0.5413,15,0.4727,0.4727,NA,2024
5711,Western Carolina,SC,0.655051,113,107.708,133,101.866,114,66.8604,222,-5.319874607,9,0.3492,0.3492,10,0.4036,0.4036,NA,2024
5712,UT Arlington,WAC,0.644222,114,108.413,117,102.958,136,70.8251,35,-6.267164812,30,0.5168,0.5168,17,0.4774,0.4774,NA,2024
5713,Michigan,B10,0.64358,115,109.915,93,104.409,152,67.4371,179,-9.22171363,26,0.6413,0.6413,37,0.7728,0.7728,NA,2024
5714,Santa Clara,WCC,0.640267,116,108.52,115,103.214,139,69.0857,87,-3.738481578,20,0.5352,0.5352,21,0.5378,0.5378,NA,2024
5715,Southern Illinois,MVC,0.639262,117,108.585,113,103.315,141,64.2592,336,-6.228528424,7,0.3413,0.3413,15,0.5066,0.5066,NA,2024
5716,California,P12,0.637139,118,107.868,127,102.715,131,68.4171,122,-7.443635167,16,0.5286,0.5286,28,0.6895,0.6895,NA,2024
5717,Davidson,A10,0.632702,119,104.72,187,99.8829,76,65.5102,292,-8.694643633,16,0.4405,0.4405,19,0.5588,0.5588,NA,2024
5718,Troy,SB,0.628698,120,106.631,148,101.858,113,69.652,67,-7.332907,13,0.3941,0.3941,10,0.3966,0.3966,NA,2024
5719,UNC Wilmington,CAA,0.61603,121,112.505,62,107.974,234,65.146,310,-4.683018488,15,0.4321,0.4321,12,0.4281,0.4281,NA,2024
5720,High Point,BSth,0.615037,122,114.037,47,109.485,264,68.5392,112,-4.183772915,8,0.3448,0.3448,8,0.3617,0.3617,NA,2024
